roc,reb,atr_p,atr_m,mkt_t,Full_CAGR,Full_Calmar,Ret_2020,Ret_2021,Ret_2022,Ret_2023,Ret_2024,Ret_2025
10,5,15,4.0,0.45,0.25882880795976226,1.572438918332837,0.5901848750916665,0.4856065518895454,-0.07562589001906272,0.23297578346225611,0.1439636871158465,0.17106508744188753
10,5,15,4.0,0.48,0.2609659134038793,1.596036663101592,0.5901848750916665,0.4856065518895454,-0.06688800121047023,0.23079414128679554,0.14286050876176093,0.17455135898995877
10,5,15,4.5,0.42,0.2648684813426909,1.3547349433567193,0.6442769472250001,0.3995652681707449,-0.053222912811133116,0.2465300877243226,0.1581966644486399,0.1803105868608914
10,5,15,4.5,0.45,0.26006911668706145,1.316582522896048,0.6212375230583336,0.40498997704971673,-0.07881212565258056,0.25583407286753257,0.16298588694274718,0.1850117546545167
10,5,15,4.5,0.48,0.26219634897340516,1.3273514941834397,0.6212375230583336,0.40498997704971673,-0.06974093668320169,0.25333937078797075,0.16170851461735314,0.18842532756378083
10,5,20,3.5,0.42,0.24323096915309383,1.3206097232343699,0.5535117650249999,0.4784542957966256,-0.05653515264866005,0.14197556715697113,0.17117984601176373,0.1585205842471331
10,5,20,3.5,0.45,0.2387327291141521,1.2655086255581376,0.5304723408583327,0.4853171047643945,-0.07742348460677129,0.14659637759624577,0.17607815469278765,0.16238417103853897
10,5,20,3.5,0.48,0.2410377814459026,1.2870791665712034,0.5304723408583327,0.4853171047643945,-0.06835801751838755,0.14516990190991486,0.1745699983109552,0.16623971508098845
10,5,20,4.0,0.42,0.26362531078506724,1.588896428689703,0.5758583783583338,0.47259259943279264,-0.05238177357152096,0.23937749213824744,0.1567246929334274,0.1687534758950826
10,5,20,4.0,0.45,0.25880334992066945,1.5436857200391962,0.5528189541916668,0.4792783156867655,-0.07769810499157936,0.24830725097455275,0.16144266416058706,0.17313435343174355
10,5,20,4.0,0.48,0.260940658595453,1.556434136478128,0.5528189541916668,0.4792783156867655,-0.06872079045176194,0.24591362694465824,0.16018444836252654,0.17661322314592431
10,5,20,4.5,0.42,0.2719523592544546,1.723342779910534,0.6490032736083333,0.4693493559809283,-0.05026510997867073,0.22548438861490294,0.15849823265362284,0.1729524607351134
10,5,20,4.5,0.45,0.26727931126094395,1.651978416781023,0.6259638494416668,0.4757037927101495,-0.07452956233346786,0.2335252317697618,0.16311289866441703,0.17728842252488763
10,5,20,4.5,0.48,0.2693502264521608,1.6757566355686837,0.6259638494416668,0.4757037927101495,-0.06591834429082732,0.23137238284382833,0.1618830992438438,0.18062180748833878
10,7,10,3.5,0.42,0.29891325411380887,1.470955683182112,0.7919731263416667,0.1546909776418659,0.0413780469556817,0.05479708241643344,0.5160090538291349,0.28410842295842054
10,7,10,3.5,0.45,0.29119962312800096,1.3578930655695114,0.7030702699916667,0.16239307245104473,0.013406307729260103,0.05875582248901878,0.5515432252489845,0.2968889151014764
