roc,atr_p,atr_m,reb,mkt_t,mkt_s,Full_CAGR,Full_Calmar,Ret_2020,Ret_2021,Ret_2022,Ret_2023,Ret_2024,Ret_2025
10,20,5.0,13,0.4,14,0.2812591685339194,1.0656606315830537,0.4104305920083329,-0.0758351239193864,0.06712631267728586,0.709259281506512,0.4054590918290253,0.21364826990896568
10,20,5.0,13,0.4,20,0.2874437695313852,1.0890934172213065,0.4104305920083329,-0.0758351239193864,0.08472936107248596,0.6774742675028709,0.4064466807201266,0.24976062869651816
10,20,5.0,13,0.4,30,0.28225868030779133,0.960884824382406,0.2567984027333323,-0.08464974194575547,0.1424903192063276,0.7251929314609178,0.42320679305800524,0.25709879554755455
10,20,5.0,13,0.45,14,0.2829305448465138,1.0785783508621225,0.41972727135833243,-0.07536026357816172,0.018654000959198447,0.7379616105978402,0.41499256530822004,0.24333929348781735
10,20,5.0,13,0.45,20,0.28962906879117223,1.0973732802441605,0.4104305920083329,-0.0758351239193864,0.0509410864613733,0.6992553995636837,0.41421195555635393,0.2792379321321272
10,20,5.0,13,0.45,30,0.2833363028540825,0.9645533427429906,0.2567984027333323,-0.08464974194575547,0.08661719157632763,0.7624818658989143,0.43568052697381154,0.28946334027993226
14,10,2.0,5,0.4,14,0.24013771664012062,1.2110928671197145,0.649045850958333,0.2768075527546341,-0.06903302562681168,0.27033246025212,0.17915003102948224,0.13319610120809044
14,10,2.0,5,0.4,20,0.24035845437684755,1.202372055809065,0.649045850958333,0.2768075527546341,-0.061880251594306324,0.24300491333478602,0.18172058158901905,0.14807628796213024
14,10,2.0,5,0.4,30,0.23299109477213054,1.1221261307794448,0.6009374073500002,0.2848066260813804,-0.09460504672766124,0.25745558550383096,0.19041317509261857,0.15400474236650474
14,10,2.0,5,0.45,14,0.23555060769917535,1.1660930507946323,0.6199017638750002,0.281598810719208,-0.08810003303865621,0.2797150528881147,0.18406282460656276,0.13501133091034445
14,10,2.0,5,0.45,20,0.23993947617902345,1.1991463989014608,0.649045850958333,0.2768075527546341,-0.06321151128595848,0.24335024491165047,0.18193056104617433,0.14697422418720474
14,10,2.0,5,0.45,30,0.23256014374951595,1.118955585105051,0.6009374073500002,0.2848066260813804,-0.09596627147803671,0.2578432424065036,0.19064373647524757,0.15286451810028567
14,10,2.0,9,0.4,14,0.2531580055676499,1.814497952726053,0.563262409391666,0.40946505426599344,-0.04268870043975892,0.04017984188377133,0.341319689703363,0.21077502146950344
14,10,2.0,9,0.4,20,0.25138331899636723,1.8073486582552962,0.563262409391666,0.40946505426599344,-0.01577796702463552,0.015250789029284118,0.3401246911086062,0.19784284948834663
14,10,2.0,9,0.4,30,0.24820374107545895,1.6980467817485725,0.517881943474999,0.421243415609589,-0.01914122437703214,0.015612980281151989,0.34817741941262015,0.20132978828363335
14,10,2.0,9,0.45,14,0.25795477348527407,1.90709881225727,0.563262409391666,0.40946505426599344,-0.007486723239123361,0.03875476283340995,0.3295279020822266,0.20527906964917508
14,10,2.0,9,0.45,20,0.2539669914153242,1.8564649622972804,0.563262409391666,0.40946505426599344,0.0029779477642788432,0.014965595820266131,0.3337830774356094,0.19506752174644149
