roc,reb,atr_m,mkt_t,Full_CAGR,Full_Calmar,Full_MaxDD,Ret_2020,Ret_2021,Ret_2022,Ret_2023,Ret_2024,Ret_2025
10,11,5.0,0.38,0.3193145550843026,1.475146182617023,-0.21646299115780784,0.6890426499499998,0.1720309100102455,0.13710972451434378,0.26119291507358144,0.4020570226986664,0.247640293830234
10,11,5.0,0.4,0.3141116789849594,1.4511103136145929,-0.21646299115780784,0.6890426499499998,0.1720309100102455,0.08130863940988586,0.27467181235739146,0.41822925172656644,0.254749423132985
10,11,5.0,0.42,0.31748061177951015,1.466673864577883,-0.21646299115780784,0.6890426499499998,0.1720309100102455,0.13326504582038146,0.262079029790788,0.4031310594561548,0.2401286253305699
10,11,5.5,0.38,0.315460699470967,1.2115505091442638,-0.2603776706707685,0.6950303698583329,0.1325638410959813,0.12018192126002081,0.279618155484576,0.41149552230159325,0.25792288113916273
10,11,5.5,0.4,0.3101845724932668,1.1912871472203777,-0.2603776706707685,0.6950303698583329,0.1325638410959813,0.06261971682176681,0.29476509580184374,0.42859676473484676,0.26551980959278443
10,11,5.5,0.42,0.3142241630741376,1.2068014982415856,-0.2603776706707685,0.6950303698583329,0.1325638410959813,0.1230398010986149,0.2789065911319304,0.41068195975299604,0.24939375796389252
10,11,6.0,0.38,0.3186762383244921,1.207872897863964,-0.2638325927239928,0.6999816961916665,0.18373400300058584,0.11459011368409766,0.2747790916739383,0.3779117940848946,0.2570106144753117
10,11,6.0,0.4,0.3134613159863442,1.1881068701556152,-0.2638325927239928,0.6999816961916665,0.18373400300058584,0.05970615542039304,0.2890103614670143,0.3929987913103079,0.2644669840996279
10,11,6.0,0.42,0.31737541217371956,1.2029423995606954,-0.2638325927239928,0.6999816961916665,0.18373400300058584,0.11731502249040182,0.27410896019658515,0.37719287233903787,0.2481811656587487
11,7,4.0,0.38,0.31833131365710843,1.5648235066050336,-0.20342953202929887,0.9872221091416671,0.1916849323664236,-0.08654807609557724,0.16167129268684355,0.5385213164659595,0.23925086928264006
11,7,4.0,0.4,0.31537932928001333,1.4007756664120752,-0.2251462078062942,0.9872221091416671,0.1916849323664236,-0.1119568166507785,0.16629704063258144,0.551806577185056,0.24309224307412447
11,7,4.0,0.42,0.318198211379199,1.5694448831700891,-0.2027457063267345,0.9872221091416671,0.1916849323664236,-0.08769953394749419,0.16187534572235207,0.5391095165932727,0.23942232225310445
