roc,reb,atr_m,mkt_t,mkt_s,Full_CAGR,Full_Calmar,Ret_2020,Cal_2020,Ret_2021,Cal_2021,Ret_2022,Cal_2022,Ret_2023,Cal_2023,Ret_2024,Cal_2024,Ret_2025,Cal_2025
10,9,5.0,0.3,5,0.3247460583580133,2.0318618244927644,0.7911100493583336,11.697926690198331,0.4613210481665917,2.9371008786410115,0.008811390533302044,0.12317684236327169,0.17134389135957884,1.6373947372004662,0.2877952797321357,4.979870428255008,0.22620552531556082,3.1069460455655054
10,9,5.0,0.3,10,0.3257253743119717,2.1100954212979737,0.8569590723,13.314430822976897,0.44555677217058665,2.936839575960618,-0.00748782680592297,-0.09899928812273083,0.1700200176565385,1.590906775436249,0.28588640014100575,4.9734257228835235,0.22503568346968206,3.106342757168059
10,9,5.0,0.3,14,0.325917610753061,2.1159116625797543,0.8611308634083337,13.420411808729709,0.44459425646142603,2.9368235574260693,-0.007476584598318459,-0.09899555293063562,0.16976200681365294,1.5908182469615504,0.2855138869707179,4.972168056934112,0.22480699025359185,3.1062248195776365
10,9,5.0,0.3,20,0.3232385252401706,2.0985185911569637,0.8611308634083337,13.420411808729709,0.44459425646142603,2.9368235574260693,0.012307335407745423,0.1763842809068728,0.16643390772860878,1.6358174689802973,0.2806944260679014,4.955896835045181,0.19470814271508274,2.724854562643005
10,9,5.0,0.35,5,0.3176081654527074,1.9872016608715641,0.7911100493583336,11.697926690198331,0.4613210481665917,2.9371008786410115,-0.04743869095051079,-0.5658489611801245,0.18149648772578542,1.2302158425726035,0.30229565845015194,5.02882689433387,0.23498100608940908,3.1114714836515014
10,9,5.0,0.35,10,0.3224024792546971,2.088569233291837,0.8569590723,13.314430822976897,0.44555677217058665,2.936839575960618,-0.03331692637070316,-0.358008928411051,0.17457773328462234,1.3260367078315967,0.29244049654689763,4.995553567425017,0.22903800467098723,3.1084067464678626
10,9,5.0,0.35,14,0.324657520534525,2.107730946038717,0.8611308634083337,13.420411808729709,0.44459425646142603,2.9368235574260693,-0.01729938883592841,-0.2231315265036856,0.17146436702339773,1.4763653501616765,0.28796878369531065,4.980456208496997,0.22631168550658454,3.1070007923310206
10,9,5.0,0.35,20,0.3242050831853007,2.1047936470642967,0.8611308634083337,13.420411808729709,0.44459425646142603,2.9368235574260693,0.019799993002084904,0.29786031190198836,0.16520729208567153,1.5369457790448622,0.27891138638705115,4.949877060688424,0.1937385687583848,2.7243554605202402
10,9,5.0,0.4,5,0.3185842786701658,1.9933089780564581,0.7911100493583336,11.697926690198331,0.4613210481665917,2.9371008786410115,-0.04195609709153714,-0.4388214045281531,0.18142543089776386,1.3173722027229848,0.2995497605877251,5.019556045236044,0.2315355559540102,3.0866303730321176
10,9,5.0,0.4,10,0.3263420158108261,2.1140901128569705,0.8569590723,13.314430822976897,0.44555677217058665,2.936839575960618,-0.004735536650133265,-0.061887783053604144,0.17049558590577107,1.7087722466638484,0.2840646924424892,4.967275344766427,0.2221900893878268,3.0818115124055248
10,9,5.0,0.4,14,0.3285657354337297,2.1331037310992964,0.8611308634083337,13.420411808729709,0.44459425646142603,2.9368235574260693,0.011239088845515166,0.169066298794677,0.1675503154213831,1.7761460361565127,0.2798436119143819,4.953024373232425,0.21960374041258612,3.0804778677282902
10,9,5.0,0.4,20,0.3296488296522315,2.1401353599925788,0.8611308634083337,13.420411808729709,0.44459425646142603,2.9368235574260693,0.0454647824014307,0.6840485756632465,0.17391485477997648,2.1756872436823547,0.2691706327480805,4.916991338484045,0.18839413294683105,2.721604310190112
10,9,5.0,0.45,5,0.3249683186771055,1.9496887361991582,0.7146200221083328,9.95180696191648,0.48109328273630303,2.9374258480793,-0.021823339821292143,-0.2915284055823313,0.1844600147965565,1.5780231611169093,0.3011442326089624,5.024939382689732,0.27125667937738984,6.1755464687723025
10,9,5.0,0.45,10,0.33587114522272987,2.089453853025399,0.7804690450500003,11.4465912965723,0.4639738067467558,2.937144656163452,0.037828947000232205,0.5529821981280727,0.16813856412353,1.9969858730761139,0.2806883310584425,4.955876257466918,0.26147204996314044,6.274174056594639
10,9,5.0,0.45,14,0.3381488297406874,2.129980095996397,0.8036543275083334,11.997735545799442,0.4582325082640535,2.9370498396232194,0.053794217412254985,0.7930376674179341,0.16418030434837272,1.9962857179375912,0.274988281458443,4.936632213196796,0.25349455936460963,6.177745394093138
10,9,5.0,0.45,20,0.34003429154843334,2.207559516351226,0.8611308634083337,13.420411808729709,0.44459425646142603,2.9368235574260693,0.07309838001710856,1.0999870144095685,0.16943633425858495,2.1742588161400245,0.2632193845489599,4.896899628343775,0.22072268350042656,5.560957228311882
